id,code,p_code,level,name
958,330521,330500,3,德清县
959,330522,330500,3,长兴县
960,330523,330500,3,安吉县
961,330600,330000,2,绍兴市
962,330602,330600,3,越城区
963,330603,330600,3,柯桥区
964,330604,330600,3,上虞区
965,330624,330600,3,新昌县
966,330681,330600,3,诸暨市
967,330683,330600,3,嵊州市
968,330700,330000,2,金华市
969,330702,330700,3,婺城区
970,330703,330700,3,金东区
971,330723,330700,3,武义县
972,330726,330700,3,浦江县
973,330727,330700,3,磐安县
974,330781,330700,3,兰溪市
975,330782,330700,3,义乌市
976,330783,330700,3,东阳市
977,330784,330700,3,永康市
